num_epochs,accuracy,file_name
29,0.968,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=6_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
21,0.9684,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=6_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9838,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=6_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
32,0.9814,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=6_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9758,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=6_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9774,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=6_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9846,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=6_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
14,0.98,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=6_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9794,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=6_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.977,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=6_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9846,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=6_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
23,0.9816,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=6_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9796,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=6_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9806,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=6_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9796,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
26,0.9752,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
27,0.9652,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
25,0.9648,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=10_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9866,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=10_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
21,0.9788,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=10_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9734,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=10_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
13,0.9734,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=10_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9866,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
18,0.9834,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9796,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9856,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=10_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9874,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=10_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=10_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9828,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=10_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9842,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=10_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9822,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=14_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
30,0.9768,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=14_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
20,0.9562,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=14_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
26,0.9658,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=14_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9872,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=14_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
17,0.9798,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=14_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9772,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=14_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.969,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=14_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9868,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=14_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9836,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=14_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9804,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=14_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9772,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=14_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.988,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=14_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=14_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.979,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=14_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.976,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=14_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9808,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=18_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9168,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=18_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
33,0.9614,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=18_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
28,0.97,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=18_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.988,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=18_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
20,0.984,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=18_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
13,0.9704,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=18_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9756,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=18_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9878,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=18_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9846,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=18_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.974,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=18_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9806,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=18_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.989,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=18_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=18_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9802,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=18_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9806,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=18_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9804,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=22_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
31,0.978,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=22_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
23,0.9544,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=22_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
18,0.9596,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=22_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9878,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=22_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9822,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=22_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9724,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=22_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.963,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=22_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9884,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=22_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=22_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9728,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=22_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9802,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=22_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9892,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=22_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=22_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9838,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=22_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9788,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=22_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9836,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=26_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9178,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=26_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
25,0.9562,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=26_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
28,0.96,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=26_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9868,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=26_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.982,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=26_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9598,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=26_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9734,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=26_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9916,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=26_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=26_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9782,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=26_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9756,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=26_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9896,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=26_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=26_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9806,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=26_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9776,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=26_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9824,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=30_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9088,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=30_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
23,0.9514,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=30_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9566,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=30_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9886,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=30_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
21,0.9848,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=30_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9664,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=30_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9716,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=2_width=null_filter=30_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9896,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=30_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=30_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9698,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=30_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9738,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=30_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9884,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=30_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=30_kernel=4_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9808,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=30_kernel=4_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9834,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=4_width=null_filter=30_kernel=4_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9828,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=4_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
